Figure 5 data,,WE Area,1.036141239,cm^2,,,,,,,,,,,,,
0.1 V/s,,,0.2 V/s,,,0.3 V/s,,,0.5 V/s,,,0.7 V/s,,,1.0 V/s,,
-0.540771,0.000148881,0.14368794,-0.540771,0.000151531,0.146245506,-0.540771,0.000447076,0.431481716,-0.540771,0.000643148,0.620714605,-0.540771,0.000836262,0.807092671,-0.540771,0.00118271,1.141456353
-0.539703,0.000155616,0.150188019,-0.539703,0.000159801,0.154227043,-0.539703,0.000452506,0.436722314,-0.539703,0.000660574,0.637532775,-0.539703,0.000851501,0.821800125,-0.539703,0.00119481,1.153134297
-0.538635,0.000162835,0.157155216,-0.538635,0.000167384,0.161545544,-0.538635,0.0004682,0.451868898,-0.538635,0.000679639,0.655932776,-0.538635,0.000875344,0.844811466,-0.538635,0.00122033,1.177764144
-0.537567,0.000170441,0.164495914,-0.537567,0.000173884,0.16781882,-0.537567,0.000482032,0.465218429,-0.537567,0.00069424,0.670024485,-0.537567,0.0008814,0.85065623,-0.537567,0.00124353,1.200154914
-0.536499,0.000178156,0.17194181,-0.536499,0.000181256,0.17493368,-0.536499,0.000488202,0.471173216,-0.536499,0.000702937,0.678418128,-0.536499,0.000899901,0.868511903,-0.536499,0.00125359,1.209864015
-0.535431,0.00018548,0.179010344,-0.535431,0.000187267,0.180735013,-0.535431,0.00049819,0.480812828,-0.535431,0.000723427,0.698193424,-0.535431,0.000912796,0.880957118,-0.535431,0.00126267,1.218627299
-0.534363,0.000192748,0.186024832,-0.534363,0.000194797,0.188002362,-0.534363,0.000515879,0.497884825,-0.534363,0.000751956,0.725727315,-0.534363,0.00093365,0.901083718,-0.534363,0.00128283,1.238084106
-0.533295,0.000200172,0.193189878,-0.533295,0.000204943,0.197794463,-0.533295,0.000528879,0.510431377,-0.533295,0.000768968,0.742145926,-0.533295,0.000959357,0.925894042,-0.533295,0.00130039,1.255031602
-0.532227,0.000207593,0.200352029,-0.532227,0.000215433,0.207918565,-0.532227,0.000539342,0.520529422,-0.532227,0.000778748,0.751584794,-0.532227,0.000960069,0.926581207,-0.532227,0.00131811,1.272133518
-0.531158,0.000215117,0.207613588,-0.531158,0.000224681,0.216843989,-0.531158,0.000555037,0.53567697,-0.531158,0.000793954,0.766260399,-0.531158,0.00097891,0.944765021,-0.531158,0.00133374,1.287218334
-0.53009,0.000222607,0.214842332,-0.53009,0.00023155,0.223473395,-0.53009,0.000571181,0.551257858,-0.53009,0.000819274,0.790697222,-0.53009,0.000996417,0.961661366,-0.53009,0.00136194,1.314434701
-0.529022,0.000229608,0.221599133,-0.529022,0.000235818,0.227592524,-0.529022,0.000583335,0.562987919,-0.529022,0.000841562,0.812207803,-0.529022,0.00101708,0.981603628,-0.529022,0.00137854,1.330455683
-0.527954,0.000236114,0.227878199,-0.527954,0.000240442,0.232055236,-0.527954,0.000592768,0.57209189,-0.527954,0.000854418,0.824615378,-0.527954,0.00103715,1.000973574,-0.527954,0.00139562,1.346939922
-0.526886,0.000241814,0.23337938,-0.526886,0.000244048,0.235535457,-0.526886,0.000608304,0.587085985,-0.526886,0.000861963,0.831897204,-0.526886,0.00105006,1.013433266,-0.526886,0.00141183,1.362584507
-0.525818,0.000247209,0.238586199,-0.525818,0.000249874,0.241158242,-0.525818,0.000620617,0.5989695,-0.525818,0.000880284,0.849579156,-0.525818,0.00107685,1.039288814,-0.525818,0.00142417,1.37449408
-0.52475,0.000252811,0.243992798,-0.52475,0.000258977,0.249943724,-0.52475,0.000635215,0.613058313,-0.52475,0.000904585,0.873032523,-0.52475,0.00109405,1.055888868,-0.52475,0.00145743,1.406593951
-0.523682,0.000258579,0.249559607,-0.523682,0.0002673,0.257976413,-0.523682,0.000656815,0.633904892,-0.523682,0.000918748,0.886701508,-0.523682,0.00111116,1.07240206,-0.523682,0.00147567,1.424197729
-0.522614,0.000264477,0.255251881,-0.522614,0.000276838,0.267181721,-0.522614,0.000672523,0.649064987,-0.522614,0.000925619,0.893332844,-0.522614,0.00113032,1.090893748,-0.522614,0.00150003,1.447708037
-0.521545,0.000270688,0.261246237,-0.521545,0.00028351,0.273620998,-0.521545,0.000676143,0.652558719,-0.521545,0.00093592,0.903274539,-0.521545,0.00114336,1.103478905,-0.521545,0.00152018,1.467155193
-0.520477,0.000276919,0.267259896,-0.520477,0.000288477,0.278414746,-0.520477,0.000688957,0.664925759,-0.520477,0.000958238,0.924814073,-0.520477,0.00116578,1.125116881,-0.520477,0.00154339,1.489555614
-0.519409,0.000283241,0.273361381,-0.519409,0.000292242,0.28204842,-0.519409,0.000697413,0.673086808,-0.519409,0.000982133,0.947875601,-0.519409,0.00118149,1.140278907,-0.519409,0.00156297,1.508452652
-0.518341,0.0002892,0.279112527,-0.518341,0.000296047,0.2857207,-0.518341,0.000704058,0.679500027,-0.518341,0.000991352,0.956773037,-0.518341,0.00120157,1.159658504,-0.518341,0.00158441,1.529144811
-0.517273,0.000294663,0.284384975,-0.517273,0.000302573,0.292019069,-0.517273,0.000713609,0.688717882,-0.517273,0.00100476,0.969713357,-0.517273,0.00120964,1.167447018,-0.517273,0.00160046,1.544634977
-0.516205,0.000300064,0.289597584,-0.516205,0.000312257,0.301365285,-0.516205,0.000737046,0.711337385,-0.516205,0.00102588,0.990096679,-0.516205,0.00122364,1.180958689,-0.516205,0.00161622,1.559845259
-0.515137,0.000305583,0.294924078,-0.515137,0.000321148,0.309946162,-0.515137,0.000752807,0.726548632,-0.515137,0.00104661,1.010103604,-0.515137,0.00124741,1.203899577,-0.515137,0.00163806,1.580923466
-0.514069,0.000311268,0.300410782,-0.514069,0.000330211,0.318693039,-0.514069,0.000765767,0.739056579,-0.514069,0.00106267,1.025603421,-0.514069,0.00125615,1.212334721,-0.514069,0.00165446,1.596751424
-0.513,0.00031772,0.306637732,-0.513,0.000336486,0.324749163,-0.513,0.000780629,0.753400184,-0.513,0.00106972,1.032407513,-0.513,0.00127576,1.231260712,-0.513,0.00167324,1.614876367
-0.511932,0.000324732,0.313405149,-0.511932,0.000338349,0.32654718,-0.511932,0.000797288,0.769478107,-0.511932,0.00108248,1.044722436,-0.511932,0.00129598,1.250775426,-0.511932,0.00169023,1.631273745
-0.510864,0.000331961,0.320381998,-0.510864,0.000338877,0.327056763,-0.510864,0.000799376,0.771493277,-0.510864,0.00110279,1.064324011,-0.510864,0.00131722,1.271274562,-0.510864,0.00170736,1.64780624
-0.509796,0.000338966,0.327142659,-0.509796,0.000341017,0.329122119,-0.509796,0.000809469,0.781234227,-0.509796,0.00111755,1.078569173,-0.509796,0.00133526,1.288685315,-0.509796,0.00172969,1.669357356
-0.508728,0.000345424,0.3333754,-0.508728,0.000347108,0.335000661,-0.508728,0.000822693,0.793996966,-0.508728,0.00112332,1.084137912,-0.508728,0.00134805,1.301029192,-0.508728,0.00174897,1.687964858
-0.50766,0.000351446,0.339187349,-0.50766,0.000355695,0.343288141,-0.50766,0.000835772,0.806619762,-0.50766,0.00113156,1.092090496,-0.50766,0.00137395,1.326025785,-0.50766,0.00177161,1.709815161
-0.506592,0.000357412,0.344945251,-0.506592,0.000365947,0.353182545,-0.506592,0.000844478,0.815022091,-0.506592,0.00115061,1.11047602,-0.506592,0.00138878,1.340338505,-0.506592,0.00179957,1.736799899
-0.505524,0.000363346,0.35067227,-0.505524,0.00037427,0.361215234,-0.505524,0.000862947,0.832846881,-0.505524,0.00117963,1.138483785,-0.505524,0.00141241,1.363144276,-0.505524,0.0018272,1.763466148
-0.504456,0.000369488,0.356600033,-0.504456,0.000379871,0.366620867,-0.504456,0.000880359,0.84965154,-0.504456,0.00119821,1.156415703,-0.504456,0.00144203,1.391731113,-0.504456,0.00185429,1.789611232
-0.503387,0.0003754,0.362305819,-0.503387,0.000380994,0.367704697,-0.503387,0.000888881,0.857876288,-0.503387,0.00120974,1.16754353,-0.503387,0.00145715,1.406323718,-0.503387,0.00188779,1.821942731
-0.502319,0.000380812,0.367529045,-0.502319,0.000382328,0.368992166,-0.502319,0.000898353,0.867017899,-0.502319,0.00123368,1.190648488,-0.502319,0.00148457,1.432787291,-0.502319,0.00191206,1.845366179
-0.501251,0.000385782,0.372325688,-0.501251,0.000386397,0.372919237,-0.501251,0.000916809,0.884830142,-0.501251,0.00126472,1.220605794,-0.501251,0.0015024,1.44999537,-0.501251,0.00193644,1.86889579
-0.500183,0.000390062,0.376456399,-0.500183,0.000393333,0.379613305,-0.500183,0.000924841,0.892581981,-0.500183,0.00128692,1.242031444,-0.500183,0.00152525,1.472048348,-0.500183,0.00196205,1.893612497
-0.499115,0.000394151,0.380402772,-0.499115,0.000400916,0.386931805,-0.499115,0.000935938,0.903291911,-0.499115,0.00130263,1.25719347,-0.499115,0.00154544,1.491534109,-0.499115,0.0019864,1.917113154
-0.498047,0.000398704,0.384796961,-0.498047,0.000411115,0.396775058,-0.498047,0.000954024,0.92074706,-0.498047,0.00131012,1.264422214,-0.498047,0.00156645,1.511811267,-0.498047,0.00201126,1.941106022
-0.496979,0.000403694,0.389612907,-0.496979,0.000418487,0.403889918,-0.496979,0.000970842,0.936978438,-0.496979,0.00133426,1.287720196,-0.496979,0.00158931,1.533873896,-0.496979,0.00203658,1.965542845
-0.495911,0.000409296,0.395019505,-0.495911,0.000423679,0.408900818,-0.495911,0.000980301,0.946107502,-0.495911,0.00135511,1.307842935,-0.495911,0.00159684,1.541141245,-0.495911,0.00206541,1.993367237
-0.494843,0.000415126,0.400646152,-0.494843,0.000425951,0.411093569,-0.494843,0.000994424,0.959737883,-0.494843,0.00136584,1.318198666,-0.494843,0.00161555,1.559198629,-0.494843,0.00209434,2.021288141
-0.493774,0.000420617,0.405945622,-0.493774,0.00042792,0.412993889,-0.493774,0.00100367,0.968661377,-0.493774,0.00137233,1.324462291,-0.493774,0.00163781,1.580682187,-0.493774,0.0021237,2.049624047
-0.492706,0.000425678,0.410830091,-0.492706,0.000431077,0.416040771,-0.492706,0.00100987,0.974645117,-0.492706,0.00138763,1.339228618,-0.492706,0.00165718,1.599376549,-0.492706,0.00214612,2.071262023
-0.491638,0.000430418,0.415404757,-0.491638,0.000437154,0.421905801,-0.491638,0.00101513,0.979721645,-0.491638,0.00141285,1.363568929,-0.491638,0.00168226,1.623581743,-0.491638,0.00217519,2.099318044
-0.49057,0.000435377,0.420190784,-0.49057,0.000444487,0.428983022,-0.49057,0.00103042,0.994478321,-0.49057,0.00142528,1.375565363,-0.49057,0.001698,1.638772723,-0.49057,0.00220062,2.12386103
-0.489502,0.000441196,0.425806814,-0.489502,0.000453113,0.437308142,-0.489502,0.00104394,1.007526735,-0.489502,0.00143389,1.383875041,-0.489502,0.00172694,1.666703278,-0.489502,0.00221582,2.138530845
-0.488434,0.000447536,0.431925671,-0.488434,0.000459468,0.443441475,-0.488434,0.00105616,1.019320494,-0.488434,0.00144021,1.389974595,-0.488434,0.00174503,1.684162287,-0.488434,0.00223979,2.161664756
-0.487366,0.000454265,0.438419959,-0.487366,0.000463761,0.447584733,-0.487366,0.00107159,1.034212286,-0.487366,0.00146597,1.414836071,-0.487366,0.0017696,1.707875271,-0.487366,0.00226075,2.181893659
-0.486298,0.000460896,0.444819666,-0.486298,0.000466391,0.450122997,-0.486298,0.00108791,1.049963035,-0.486298,0.00149163,1.439601034,-0.486298,0.00179027,1.727824289,-0.486298,0.00228149,2.201910235
-0.485229,0.000466503,0.45023109,-0.485229,0.000467936,0.451614106,-0.485229,0.00109266,1.054547352,-0.485229,0.00150662,1.454068174,-0.485229,0.00180995,1.746817838,-0.485229,0.00230477,2.224378214
-0.484161,0.000471227,0.454790314,-0.484161,0.000470182,0.453781765,-0.484161,0.00110462,1.06609018,-0.484161,0.00152007,1.46704903,-0.484161,0.0018355,1.771476639,-0.484161,0.00232828,2.247068171
-0.483093,0.000475648,0.459057107,-0.483093,0.000477778,0.461112811,-0.483093,0.00111747,1.078491964,-0.483093,0.00154091,1.487162118,-0.483093,0.0018519,1.787304597,-0.483093,0.00235689,2.274680237
-0.482025,0.00047998,0.463238004,-0.482025,0.000487079,0.470089387,-0.482025,0.00112928,1.089890024,-0.482025,0.00157074,1.515951629,-0.482025,0.0018689,1.803711626,-0.482025,0.00238594,2.302716955
-0.480957,0.000484858,0.467945857,-0.480957,0.000497714,0.480353432,-0.480957,0.00113465,1.095072715,-0.480957,0.00158786,1.532474473,-0.480957,0.00188354,1.817840974,-0.480957,0.00240969,2.325638541
-0.479889,0.000489934,0.472844803,-0.479889,0.000506235,0.488577214,-0.479889,0.00115026,1.110138228,-0.479889,0.00159423,1.538622284,-0.479889,0.00189998,1.833707537,-0.479889,0.00243033,2.345558605
-0.478821,0.00049509,0.477820958,-0.478821,0.0005107,0.492886472,-0.478821,0.00116176,1.121237101,-0.478821,0.00160118,1.545329863,-0.478821,0.00192621,1.859022618,-0.478821,0.00243955,2.354457006
-0.477753,0.000500246,0.482797114,-0.477753,0.000513263,0.495360073,-0.477753,0.00116881,1.128041193,-0.477753,0.00162441,1.567749587,-0.477753,0.00194145,1.873731038,-0.477753,0.002464,2.378054175
-0.476685,0.000504873,0.487262721,-0.476685,0.000513633,0.495717167,-0.476685,0.00118297,1.141707284,-0.476685,0.00164276,1.585459528,-0.476685,0.00196262,1.894162615,-0.476685,0.00248677,2.400029943
-0.475616,0.000509241,0.491478363,-0.475616,0.000515153,0.497184149,-0.475616,0.00119724,1.155479537,-0.475616,0.00164496,1.58758279,-0.475616,0.00198197,1.912837676,-0.475616,0.00251145,2.42384909
-0.474548,0.000513772,0.495851319,-0.474548,0.000520556,0.502398689,-0.474548,0.0011981,1.15630954,-0.474548,0.00165321,1.595545025,-0.474548,0.00200111,1.931310061,-0.474548,0.00253096,2.442678569
-0.47348,0.000518195,0.500120042,-0.47348,0.000527003,0.508620813,-0.47348,0.0012046,1.162582816,-0.47348,0.00166294,1.604935637,-0.47348,0.00202487,1.954241297,-0.47348,0.00256158,2.472230525
-0.472412,0.000522883,0.504644522,-0.472412,0.000535207,0.516538653,-0.472412,0.00121555,1.173150873,-0.472412,0.0016874,1.628542457,-0.472412,0.00203389,1.962946674,-0.472412,0.00258035,2.490345816
-0.471344,0.000527742,0.509334037,-0.471344,0.00054168,0.522785871,-0.471344,0.00122774,1.184915679,-0.471344,0.00170274,1.643347389,-0.471344,0.00205426,1.982606156,-0.471344,0.00259889,2.508239129
-0.470276,0.000532398,0.513827632,-0.470276,0.00054312,0.524175643,-0.470276,0.00122911,1.186237892,-0.470276,0.00171183,1.652120324,-0.470276,0.00207376,2.001425984,-0.470276,0.0026238,2.532280253
-0.469208,0.000537024,0.518292275,-0.469208,0.000544428,0.525438019,-0.469208,0.00124175,1.198437001,-0.469208,0.00172904,1.668730028,-0.469208,0.00209151,2.018556853,-0.469208,0.00265123,2.558753478
-0.46814,0.000541722,0.522826406,-0.46814,0.00054674,0.527669375,-0.46814,0.00125847,1.214573798,-0.46814,0.00175004,1.688997536,-0.46814,0.00211076,2.037135402,-0.46814,0.00269182,2.597927674
-0.467072,0.000546219,0.527166548,-0.467072,0.000550175,0.53098456,-0.467072,0.00126678,1.22259394,-0.467072,0.00176595,1.704352585,-0.467072,0.00212126,2.047269155,-0.467072,0.00272089,2.625983695
-0.466003,0.000550648,0.531441061,-0.466003,0.000556596,0.537181591,-0.466003,0.00126941,1.225132204,-0.466003,0.00177476,1.712855287,-0.466003,0.00214597,2.071117255,-0.466003,0.00275203,2.656037512
-0.464935,0.000555073,0.535711715,-0.464935,0.000565064,0.545354222,-0.464935,0.00128389,1.239107132,-0.464935,0.00177634,1.714380176,-0.464935,0.00216179,2.086385444,-0.464935,0.00278327,2.686187842
-0.463867,0.0005598,0.540273834,-0.463867,0.000574048,0.554024855,-0.463867,0.00129899,1.253680435,-0.463867,0.00179193,1.729426387,-0.463867,0.00218703,2.110745057,-0.463867,0.00280901,2.711030015
-0.462799,0.00056463,0.544935361,-0.462799,0.000581842,0.561546996,-0.462799,0.00130463,1.259123709,-0.462799,0.00181659,1.753226231,-0.462799,0.00220832,2.131292449,-0.462799,0.0028479,2.748563508
-0.461731,0.000569152,0.549299631,-0.461731,0.000585039,0.564632482,-0.461731,0.00131248,1.266699896,-0.461731,0.00182549,1.761815794,-0.461731,0.00222134,2.143858304,-0.461731,0.00286798,2.767943105
-0.460663,0.00057357,0.553563528,-0.460663,0.000587681,0.567182328,-0.460663,0.00132532,1.279092029,-0.460663,0.00183071,1.766853717,-0.460663,0.00224391,2.165641048,-0.460663,0.00288887,2.788104449
-0.459595,0.000577801,0.557646948,-0.459595,0.000590799,0.57019157,-0.459595,0.00132844,1.282103201,-0.459595,0.0018416,1.777363867,-0.459595,0.00225696,2.178235856,-0.459595,0.00290652,2.805138807
-0.458527,0.000581284,0.561008459,-0.458527,0.000593772,0.57306087,-0.458527,0.00133577,1.289177526,-0.458527,0.00185916,1.794311363,-0.458527,0.00227468,2.195337772,-0.458527,0.00293379,2.831457612
-0.457458,0.000584559,0.564169225,-0.457458,0.000598422,0.577548675,-0.457458,0.00134516,1.298239997,-0.457458,0.00188208,1.8164319,-0.457458,0.00228641,2.206658622,-0.457458,0.00295483,2.851763724
-0.45639,0.000588024,0.567513364,-0.45639,0.000604816,0.583719648,-0.45639,0.00135092,1.303799085,-0.45639,0.00189119,1.825224137,-0.45639,0.00229552,2.21545086,-0.45639,0.00297659,2.872764722
-0.455322,0.000592044,0.571393144,-0.455322,0.000610669,0.589368492,-0.455322,0.00135284,1.305652114,-0.455322,0.001904,1.837587317,-0.455322,0.00231328,2.23259138,-0.455322,0.00300584,2.900994464
-0.454254,0.000596637,0.575825937,-0.454254,0.00061701,0.595488314,-0.454254,0.00136357,1.316007845,-0.454254,0.00192513,1.857980289,-0.454254,0.00232365,2.242599668,-0.454254,0.00302716,2.92157081
-0.453186,0.000601732,0.58074322,-0.453186,0.000619111,0.59751603,-0.453186,0.00137583,1.327840209,-0.453186,0.00194618,1.878296053,-0.453186,0.00234052,2.258881232,-0.453186,0.00305262,2.946142749
-0.452118,0.000606858,0.585690422,-0.452118,0.000621832,0.60014212,-0.452118,0.00138402,1.335744537,-0.452118,0.00195753,1.889250158,-0.452118,0.0023561,2.273917793,-0.452118,0.0030695,2.962433965
-0.45105,0.000611518,0.590187879,-0.45105,0.000623999,0.602233534,-0.45105,0.00139556,1.346882015,-0.45105,0.00196358,1.89508913,-0.45105,0.00238396,2.300806019,-0.45105,0.00309178,2.983936825
-0.449982,0.000615678,0.594202775,-0.449982,0.00062849,0.606567885,-0.449982,0.00140977,1.360596361,-0.449982,0.00197046,1.901729151,-0.449982,0.00240527,2.321372713,-0.449982,0.00310915,3.000700948
-0.448914,0.000619755,0.598137567,-0.448914,0.000634832,0.612688672,-0.448914,0.0014199,1.370373021,-0.448914,0.00199048,1.921050842,-0.448914,0.00241627,2.331989026,-0.448914,0.00313579,3.026411729
-0.447845,0.000623788,0.602029893,-0.447845,0.000644212,0.621741492,-0.447845,0.00142616,1.376414668,-0.447845,0.00200559,1.935633796,-0.447845,0.00244024,2.355122938,-0.447845,0.00315943,3.049227151
-0.446777,0.000628264,0.606349768,-0.446777,0.000651266,0.628549444,-0.446777,0.00143414,1.384116321,-0.446777,0.0020081,1.938056245,-0.446777,0.00246261,2.376712659,-0.446777,0.00317989,3.068973494
-0.445709,0.000632857,0.610782561,-0.445709,0.000656009,0.633127005,-0.445709,0.00144368,1.39332356,-0.445709,0.00201927,1.948836629,-0.445709,0.00247671,2.390320842,-0.445709,0.00319757,3.086036805
-0.444641,0.000637372,0.615140075,-0.444641,0.000657026,0.634108532,-0.444641,0.00144855,1.398023691,-0.444641,0.00203954,1.968399599,-0.444641,0.00250247,2.415182318,-0.444641,0.00322317,3.110743861
-0.443573,0.000641312,0.618942646,-0.443573,0.000657277,0.634350777,-0.443573,0.00145783,1.406979999,-0.443573,0.00205986,1.988010825,-0.443573,0.00251175,2.424138625,-0.443573,0.00324705,3.133790912
-0.442505,0.000644574,0.622090865,-0.442505,0.0006563,0.633407855,-0.442505,0.00146865,1.417422591,-0.442505,0.00206957,1.997382134,-0.442505,0.00253667,2.448189401,-0.442505,0.00326536,3.151462248
-0.441437,0.000647866,0.625268038,-0.441437,0.000659219,0.636225039,-0.441437,0.00146878,1.417548056,-0.441437,0.00207407,2.001725171,-0.441437,0.00255451,2.465407131,-0.441437,0.0032795,3.165109036
-0.440369,0.000651616,0.628887236,-0.440369,0.000664055,0.640892356,-0.440369,0.00147333,1.421939349,-0.440369,0.00208784,2.015014865,-0.440369,0.00256951,2.479883921,-0.440369,0.00329817,3.183127815
-0.439301,0.000655884,0.633006365,-0.439301,0.000671955,0.648516799,-0.439301,0.00148363,1.431880079,-0.439301,0.0021066,2.033120505,-0.439301,0.00258837,2.498086073,-0.439301,0.00332276,3.206860101
-0.438232,0.000660849,0.637798183,-0.438232,0.00067823,0.654572923,-0.438232,0.00148847,1.436551257,-0.438232,0.00211952,2.045589848,-0.438232,0.00260211,2.511346813,-0.438232,0.00335266,3.235717171
-0.437164,0.000665735,0.642513756,-0.437164,0.000681837,0.658054109,-0.437164,0.00149108,1.439070219,-0.437164,0.00212155,2.04754904,-0.437164,0.0026213,2.529867455,-0.437164,0.00338126,3.263319585
-0.436096,0.000670347,0.646964887,-0.436096,0.000684677,0.660795048,-0.436096,0.00150394,1.451481654,-0.436096,0.00212477,2.050656724,-0.436096,0.00262902,2.537318176,-0.436096,0.00340218,3.283509883
-0.435028,0.000674495,0.650968202,-0.435028,0.000684637,0.660756443,-0.435028,0.00151355,1.460756451,-0.435028,0.00213662,2.062093389,-0.435028,0.00264244,2.550270078,-0.435028,0.00342523,3.305755885
-0.43396,0.000678149,0.654494749,-0.43396,0.000684994,0.661100991,-0.43396,0.00152174,1.468660779,-0.43396,0.0021492,2.074234591,-0.43396,0.0026493,2.556890797,-0.43396,0.00345177,3.331370154
-0.432892,0.000681741,0.657961457,-0.432892,0.000688469,0.664454781,-0.432892,0.00152966,1.476304525,-0.432892,0.00215757,2.08231264,-0.432892,0.0026667,2.573683875,-0.432892,0.00346997,3.348935326
-0.431824,0.000685308,0.661404038,-0.431824,0.000693832,0.669630716,-0.431824,0.00154143,1.48766398,-0.431824,0.00216249,2.087061028,-0.431824,0.00268527,2.591606142,-0.431824,0.00348773,3.366075847
-0.430756,0.000688687,0.664665177,-0.430756,0.000702684,0.678173953,-0.430756,0.00154653,1.492586089,-0.430756,0.00217746,2.101508865,-0.430756,0.00268513,2.591471025,-0.430756,0.00350323,3.381035197
-0.429688,0.000691982,0.667845245,-0.429688,0.000710809,0.686015548,-0.429688,0.00154957,1.495520052,-0.429688,0.00219977,2.123040678,-0.429688,0.00270785,2.613398538,-0.429688,0.00352718,3.404149807
-0.428619,0.000695012,0.670769557,-0.428619,0.000715459,0.690503353,-0.428619,0.00156288,1.508365791,-0.428619,0.00220877,2.131726753,-0.428619,0.0027138,2.619140998,-0.428619,0.00354624,3.422544982
-0.427551,0.000697966,0.67362052,-0.427551,0.000718722,0.693652538,-0.427551,0.00157269,1.517833612,-0.427551,0.00221327,2.13606979,-0.427551,0.00273465,2.639263737,-0.427551,0.00357174,3.447155527
-0.426483,0.000701443,0.67697624,-0.426483,0.000720624,0.695488195,-0.426483,0.00157358,1.518692568,-0.426483,0.00222668,2.149012041,-0.426483,0.00275513,2.659029382,-0.426483,0.00358974,3.464527676
-0.425415,0.000705282,0.680681333,-0.425415,0.000720347,0.695220857,-0.425415,0.00158574,1.53042842,-0.425415,0.00224664,2.168275824,-0.425415,0.00276473,2.668294529,-0.425415,0.00361222,3.48622356
-0.424347,0.000709414,0.684669206,-0.424347,0.000721153,0.695998743,-0.424347,0.00159635,1.540668337,-0.424347,0.00226604,2.18699914,-0.424347,0.00279061,2.693271818,-0.424347,0.00364532,3.518169011
-0.423279,0.000713494,0.688606893,-0.423279,0.000724786,0.699505022,-0.423279,0.00160209,1.546208122,-0.423279,0.00227163,2.192394158,-0.423279,0.00280636,2.708472449,-0.423279,0.00366636,3.538475123
-0.422211,0.000717328,0.692307161,-0.422211,0.000728921,0.70349579,-0.422211,0.00160348,1.547549638,-0.422211,0.00227686,2.197441732,-0.422211,0.00281488,2.716695266,-0.422211,0.00368477,3.556242971
-0.421143,0.000721023,0.695873277,-0.421143,0.000734337,0.708722877,-0.421143,0.00161446,1.558146649,-0.421143,0.00228991,2.21003654,-0.421143,0.00283532,2.736422306,-0.421143,0.00369941,3.570372319
-0.420074,0.000724455,0.699185567,-0.420074,0.000736293,0.71061065,-0.420074,0.00162227,1.565684231,-0.420074,0.00230614,2.225700428,-0.420074,0.00284998,2.750570956,-0.420074,0.00371336,3.583835735
-0.419006,0.000727785,0.702399415,-0.419006,0.000736795,0.71109514,-0.419006,0.00162392,1.567276678,-0.419006,0.00231206,2.231413935,-0.419006,0.00286622,2.766244495,-0.419006,0.00373192,3.60174835
-0.417938,0.000731404,0.705892182,-0.417938,0.000737891,0.712152911,-0.417938,0.00163425,1.577246362,-0.417938,0.00231132,2.230699746,-0.417938,0.00287433,2.774071614,-0.417938,0.0037511,3.62025934
-0.41687,0.000734478,0.708858959,-0.41687,0.000736993,0.711286234,-0.41687,0.0016448,1.587428371,-0.41687,0.00231297,2.232292193,-0.41687,0.0028871,2.786396188,-0.41687,0.00377211,3.640536499
-0.415802,0.00073694,0.711235083,-0.415802,0.00074019,0.714371721,-0.415802,0.00164882,1.591308151,-0.415802,0.00232876,2.247531428,-0.415802,0.00290392,2.802629496,-0.415802,0.00379206,3.65979063
-0.414734,0.000738882,0.713109344,-0.414734,0.000745593,0.719586261,-0.414734,0.00165463,1.596915495,-0.414734,0.00234392,2.262162638,-0.414734,0.00291848,2.816681635,-0.414734,0.00381176,3.678803482
-0.413666,0.000740559,0.71472785,-0.413666,0.000749834,0.723679332,-0.413666,0.00166138,1.603430051,-0.413666,0.00234634,2.264498227,-0.413666,0.00293592,2.833513317,-0.413666,0.0038314,3.697758427
-0.412598,0.000742551,0.716650367,-0.412598,0.000756083,0.729710363,-0.412598,0.00166738,1.609220767,-0.412598,0.00235631,2.274120468,-0.412598,0.00294197,2.839352289,-0.412598,0.00385147,3.717128373
-0.41153,0.000744969,0.718984026,-0.41153,0.000760522,0.733994528,-0.41153,0.00166687,1.608728556,-0.41153,0.00237139,2.288674468,-0.41153,0.0029666,2.86312318,-0.41153,0.00386566,3.730823418
-0.410461,0.000747759,0.721676709,-0.410461,0.000761645,0.735078357,-0.410461,0.00167475,1.616333697,-0.410461,0.00238932,2.305979059,-0.410461,0.00297703,2.873189375,-0.410461,0.00388878,3.753136978
-0.409393,0.000750794,0.724605847,-0.409393,0.000761658,0.735090904,-0.409393,0.00168746,1.628600364,-0.409393,0.0023977,2.314066759,-0.409393,0.00298969,2.885407786,-0.409393,0.00391704,3.780411252
-0.408325,0.000753453,0.727172099,-0.408325,0.00076175,0.735179695,-0.408325,0.00168876,1.629855019,-0.408325,0.00239712,2.31350699,-0.408325,0.00300706,2.90217191,-0.408325,0.00393511,3.797850959
-0.407257,0.000755959,0.729590688,-0.407257,0.000763838,0.737194864,-0.407257,0.00169546,1.636321319,-0.407257,0.00240657,2.322627368,-0.407257,0.00300426,2.899469576,-0.407257,0.00395263,3.814759851
-0.406189,0.000758471,0.732015068,-0.406189,0.000768184,0.741389273,-0.406189,0.00170971,1.650074271,-0.406189,0.00242902,2.344294298,-0.406189,0.0030293,2.923636165,-0.406189,0.00396579,3.827460822
-0.405121,0.000761097,0.734549472,-0.405121,0.000772214,0.745278704,-0.405121,0.00171274,1.652998582,-0.405121,0.00244068,2.35554759,-0.405121,0.00303356,2.927747574,-0.405121,0.00397746,3.838723765
